type	stac_version	id	title	description	links	keywords	license	providers	extent	summaries	assets
Collection	1.1.0	insitu-observations-surface-marine	Global marine surface meteorological variables from 1851 to 2010 from comprehensive in-situ observations	"This set of holdings provides access to surface marine meteorological weather reports and observations made by merchant 
and naval ships, drifting buoys and other platforms and vessels over 
the global ocean. Data have been collated and harmonised and quality control checks have been performed, but no attempt
has been made to assess or correct for potential biases. 
Data are provided for a range of commonly observed variables.
The weather reports contain instantaneous, or point, observations of a number of key Essential Climate Variables (ECVs) 
and other parameters as denoted in the main variables table, made at routine intervals (typically 1, 3, or 6 hourly).
Note that not all reports will contain information for all variables. 
Attributes are described in the related-variables table and users can choose whether to receive all
attributes or solely essential attributes. Data are downloaded as comma-seperated values (CSV) files organised as one 
observation of one variable per row.
The data available is released in the CDS  as version 1 and consist in a reprocessing of the International Comprehensive Ocean-Atmosphere Data
Set (ICOADS), Release 3.0 with major improvements made to the quality control and duplicate flagging of observations and
improved availability of metadata. The current release represents a preliminary reprocessing of the period 1851-2010,
with additional data and flags planned to be added in subsequent releases. 
Users should ensure an appropriate assessment of long-term data quality prior to use in those applications which require
consideration of such aspects. Users should be aware that data availability is spatio-temporally incomplete and varies 
significantly throughout the period of record.
More details about the marine data holdings are available in the product user guide, and details around data formatting 
can be found in the common data model documentation, both of which can be found in the documentation section.
This work is being completed on behalf of Copernicus Climate Change Services in sustained collaboration with colleagues
at NOAA's National Centres for Environmental Information who are the WMO designated World Data Centre for meteorology."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/insitu-observations-surface-marine'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Product type: In-situ observations', 'Variable domain: Atmosphere (surface)', 'Spatial coverage: Point data', 'Variable domain: Ocean (surface)']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -90.0, 360.0, 90.0]]}, 'temporal': {'interval': [['1851-01-01T00:00:00Z', None]]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/insitu-observations-surface-marine/overview_cd43852d4657c75f31eca0bfe6a7a99ccaec980d7050bbf78b2c860e2941438f.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	satellite-total-column-water-vapour-ocean	Monthly and 6-hourly total column water vapour over ocean from 1988 to 2020 derived from satellite observations	"Water vapour is has been recognised as an  Essential Climate Variable as it provides the basis for all cloud formation and physics and furthermore influences the Earth's heat budget due to its high absorbance of long and short-wave radiation. Total column water vapour (TCWV) is a measure of the integrated water vapour content of the atmosphere.
This catalogue entry provides the TCWV data product usually called Hamburg Ocean Atmosphere Parameters and Fluxes from Satellite Data (HOAPS).
The HOAPS product uses a 1D-Var retrieval concept for atmospheric water vapour content from the measurements of the Special Sensor Microwave Imager (SSM/I) and the Special Sensor Microwave Imager Sounder (SSMIS) sensors in the microwave spectra over ice-free ocean surfaces. 
The dataset provides a continuous data record composed of a Thematic Climate Data Record (TCDR) from 1988 to 2014 and of an Interim Climate Data Record (ICDR) from 2015 onward. It was produced following the World Meteorological Organisation's Observing Systems Capability Analysis and Review Tool (OSCAR)  requirements for TCWV.
The SSM/I and SSMIS are well-established instruments for TCWV retrieval over ice-free open ocean surfaces and provide a long time series (1987 to present) and global coverage at a reasonable resolution.
The TCDR HOAPS dataset is produced on behalf of EUMETSAT Satellite Application Facility on Climate Monitoring (CM SAF) and the ICDR is produced within the Copernicus Climate Change Serice (C3S) project. Both products are based on the HOAPS 4.0 algorithm at DWD (Deutscher Wetterdienst).  A related dataset providing TCWV data over both land and ocean, but only at monthly  time resolution, computed using a different set of sensors and algorithms  is also available (the link to that dataset is under the Related data section)."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/satellite-total-column-water-vapour-ocean'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'qa', 'href': 'https://cds.climate.copernicus.eu/datasets/satellite-total-column-water-vapour-ocean?tab=quality_assurance_tab', 'title': 'Quality assessment of the dataset', 'type': 'text/html'}]	['Temporal coverage: Past', 'Temporal coverage: Present', 'Product type: Satellite observations', 'Variable domain: Atmosphere (upper air)', 'Provider: Copernicus C3S', 'Provider: EUMETSAT SAF']	other	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['2002-05-01T00:00:00Z', '2012-03-01T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/satellite-total-column-water-vapour-ocean/overview_6ab31adabe642f891ba905d155e81708dad67ae013d3e4cb44ca521456bdd83b.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	satellite-precipitation-microwave-infrared	Daily and monthly Global Interpolated RAinFall Estimation (GIRAFE) data derived from satellite observations	"This dataset provides global estimates of precipitation based on satellite observations. Precipitation is the main component of water transport from the atmosphere to the Earth’s surface within the hydrological cycle. It varies strongly, depending on geographical location, season, synopsis, and other meteorological factors. The supply with freshwater through precipitation is vital for many subsystems of the climate and the environment, but there are also hazards related to extensive precipitation or the lack of precipitation. The present dataset allows the investigation and quantification of these aspects of precipitation, possibly in conjunction with other datasets covering components of the hydrological cycle.
The data represent the current state-of-the-art for satellite-based precipitation climate data record production in Europe, which is in line with the “Systematic observation requirements for satellite-based products for climate” as defined by GCOS (Global Climate Observing System). Spaceborne passive microwave (MW) imagers and sounders, available on different Low Earth Orbit (LEO) platforms, provide the most effective measurements for the remote sensing of precipitation because of the sensitivity of the MW upwelling radiation to the cloud microphysical properties, especially the emission and scattering of precipitation-size hydrometeors (solid and liquid). However, they are available at low spatial and temporal resolution, due to the limited number of overpasses per day (depending on latitude and number of platforms) at each location. A further ECV Precipitation product only based on MW observations, COBRA, is also available in the CDS. On the other hand, infrared (IR) sensors onboard geostationary (GEO) platforms, provide only information on the upper-level cloud structure, but at much higher temporal and spatial resolution, for example improving the representative sampling of intermittent precipitation. Since precipitation is not directly observed in the infrared, these measurements are often merged with microwave-based precipitation estimates.
This precipitation data record and its processing chain are called Global Interpolated RAinFall Estimate (GIRAFE). GIRAFE provides a global 1° gridded daily accumulated precipitation amount together with uncertainty estimates coming from the sampling, and a global 1° gridded monthly mean of daily accumulation. In the above sense, GIRAFE optimizes the sampling of precipitation by merging observations by LEO MW imagers and sounders (Level-2 data) with GEO-Ring IR brightness temperatures (Level-1 data). The daily accumulated precipitation is also aggregated to monthly mean precipitation.
This dataset has been produced by the EUMETSAT Satellite Application Facility on Climate Monitoring."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/satellite-precipitation-microwave-infrared'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Variable domain: Land (hydrology)', 'Product type: Satellite observations', 'Variable domain: Atmosphere (surface)', 'Provider: EUMETSAT SAF']	other	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['2002-01-01T00:00:00Z', '2022-12-31T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/satellite-precipitation-microwave-infrared/overview_dba7e70fd003a32f9c1a6699fede7f0882d40fe7580ee9b2fa4b505964327e4a.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	insitu-gridded-observations-alpine-precipitation	Alpine gridded monthly precipitation data since 1871 derived from in-situ observations	"This dataset, also known as the Long-term Alpine Precipitation Reconstruction (LAPrec), provides gridded fields of monthly precipitation for the Alpine region (eight countries). The dataset is derived from station observations and is provided in two issues: 

LAPrec1871 starts in 1871 and is based on data from 85 input series;
LAPrec1901 starts in 1901 and is based on data from 165 input series. 

This allows user flexibility in terms of requirements defined by temporal extent or spatial accuracy. LAPrec was constructed to satisfy high climatological standards, such as temporal consistency and the realistic reproduction of spatial patterns in complex terrain. As the dataset covers over one-hundred years in temporal extent, it is a qualified basis for historical climate analysis in a mountain region that is highly affected by climate change.
The production of LAPrec combines two data sources: 


HISTALP (Historical Instrumental Climatological Surface Time Series of the Greater Alpine Region) offers homogenised station series of monthly precipitation reaching back into the 19th century.


APGD (Alpine Precipitation Grid Dataset) provides daily precipitation gridded data for the period 1971–2008 built from more than 8500 rain gauges. 


The adopted reconstruction method, Reduced Space Optimal Interpolation (RSOI), establishes a linear model between station and grid data, calibrated over the period when both are available. RSOI involves a Principal Component Analysis (PCA) of the high-resolution grid data, followed by an Optimal Interpolation (OI) using the long-term station data.
The LAPrec dataset is updated on a two-year basis, by no later than the end of February each second year. The latest version of the dataset will extend until the end of the year before its release date.
LAPrec has been developed in the framework of the Copernicus Climate Change Service in a collaboration between the national meteorological services of Switzerland (MeteoSwiss, Federal Office of Meteorology and Climatology) and Austria (ZAMG, Zentralanstalt für Meteorologie und Geodynamik).
For more information on input data, methodical construction, applicability, versioning and data access, see the product user guide in the Documentation tab.
The latest version of the dataset will temporally extend until the end of the year before its release date."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/insitu-gridded-observations-alpine-precipitation'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Europe', 'Product type: In-situ observations', 'Variable domain: Atmosphere (surface)']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[4.0, 43.0, 17.5, 49.0]]}, 'temporal': {'interval': [['1871-01-01T00:00:00Z', None]]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/insitu-gridded-observations-alpine-precipitation/overview_85628a4540b6af402f5601fa7075121910d84aec6529f0eed29b8bb6e3d522c0.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	insitu-glaciers-extent	Glaciers distribution data from the Randolph Glacier Inventory for year 2000	"This dataset, commonly known as the Randolph Glacier Inventory (RGI), provides global glacier outlines compiled from maps, aerial photographs and satellite images. The data is provided as a ""snapshot"" (single time-slice) constructed from images that were mostly acquired in the period 2000-2010.
The dataset represents the latest globally complete and homogenized state-of-the-art glacier outline collection. The regional datasets have been created by scientists from all over the world and were provided to the Global Land Ice Measurements from Space (GLIMS) glacier database at the National Snow and Ice Data Center (NSIDC). Among others, the dataset plays a key role in determining the contribution of glacier melt to global sea-level rise and regional hydrology, as well as modelling of past and future glacier evolution. 
The provided RGI is brokered from the NSIDC and consists of three datasets providing:

glacier outlines with attribute information in shape file format
tabular data describing the area of each glacier in a specific elevation interval, i.e. its hypsometry
a netCDF file containing the percentage of glacier cover in each grid cell

For easier access, the shape and csv files are arranged in 19 first order regions that cover all glacierized regions in the world. The netCDF file includes all glaciers in one file. Coordinates are in longitude and latitude with the World Geodetic System 1984 (WGS84) datum.
The RGI glacier outlines provided here are widely used by the glacier community to spatially constrain calculations of the geodetic glacier mass balance, which are also available in the Climate Data Store when forwarded to the World Glacier Monitoring Service (WGMS)."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/insitu-glaciers-extent'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'qa', 'href': 'https://cds.climate.copernicus.eu/datasets/insitu-glaciers-extent?tab=quality_assurance_tab', 'title': 'Quality assessment of the dataset', 'type': 'text/html'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Variable domain: Land (cryosphere)', 'Product type: Satellite observations', 'Provider: Copernicus C3S']	other	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['2000-01-01T00:00:00Z', '2000-12-31T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/insitu-glaciers-extent/overview_a947fbd2fbb24a95d90de559bb4f3b726bc6f819f147434a162b23c9232d91b3.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	reanalysis-era5-complete	Complete ERA5 global atmospheric reanalysis	"ERA5 is the fifth generation ECMWF atmospheric reanalysis of the global climate covering the period from January 1940 to present. It is produced by the Copernicus Climate Change Service (C3S) at ECMWF and provides hourly estimates of a large number of atmospheric, land and oceanic climate variables. The data cover the Earth on a 31km grid and resolve the atmosphere using 137 levels from the surface up to a height of 80km. ERA5 includes an ensemble component at half the resolution to provide information on synoptic uncertainty of its products.
ERA5.1 is a dedicated product with the same horizontal and vertical resolution that was produced for the years 2000 to 2006 inclusive to significantly improve a discontinuity in global-mean temperature in the stratosphere and uppermost troposphere that ERA5 suffers from during that period. Users that are interested in this part of the atmosphere in this era are advised to access ERA5.1 rather than ERA5.
ERA5 and ERA5.1 use a state-of-the-art numerical weather prediction model to assimilate a variety of observations, including satellite and ground-based measurements, and produces a comprehensive and consistent view of the Earth's atmosphere. These products are  widely used by researchers and practitioners in various fields, including climate science, weather forecasting, energy production and machine learning among others, to understand and analyse past and current weather and climate conditions."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/reanalysis-era5-complete'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Product type: Reanalysis', 'Temporal coverage: Past', 'Spatial coverage: Global', 'Temporal coverage: Present', 'Variable domain: Atmosphere (surface)', 'Variable domain: Atmosphere (upper air)', 'Provider: Copernicus C3S']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[-180, -90, 180, 90]]}, 'temporal': {'interval': [['1949-01-01T00:00:00Z', None]]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/reanalysis-era5-complete/overview_b6951bc5f2c73f91a8b5623671770a07987df92c1e3e283f20ff52c3fa80c7e5.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	projections-climate-atlas	Gridded monthly climate projection dataset underpinning the IPCC AR6 Interactive Atlas	"This catalogue entry provides gridded data from global (CMIP5 and CMIP6) and regional (CORDEX) projections for the set of 22 variables and indices included in the IPCC Interactive Atlas, a novel contribution from Working Group I (WGI) to the IPCC Sixth Assessment Report (AR6). These variables and indices are relevant for the climatic impact-drivers used in the regional assessments conducted in AR6 (Chapters 10, 11, 12 and Atlas), related to heat and cold, wet and dry, snow and ice, and wind. This dataset is particularly intended for Climate Data Store (CDS) users who want to develop customised products not directly available from the IPCC Interactive Atlas (e.g. regional information at national or subnational scales). 
This dataset includes gridded information with monthly/annual temporal resolution for historical experiments and climate projections based on Representative Concentration Pathways (RCP) / Shared Socioeconomic Pathways (SSP) scenarios for CMIP5/6 and CORDEX multi-model ensembles for the 22 variables and indices (computed from daily data). The ensembles are harmonised using regular grids with horizontal resolutions of 2° (CMIP5), 1° (CMIP6), 0.5° (CORDEX), and 0.25° (European CORDEX domain); details on the particular ensembles for each dataset are included in the documentation links. 
This dataset allows the reproduction, expansion and customisation of the climate change products displayed in the IPCC Interactive Atlas. This  includes the global/continental maps of CMIP/CORDEX climate changes (for future periods across scenarios or for global warming levels, e.g. +2°C), and the regionally-aggregated time series, scatter plots, or global warming level plots. 
Related datasets, also available through the CDS, include the CMIP5/6 global climate projections and the CORDEX regional climate projections. The original CMIP and CORDEX data was produced by the institutions and modelling centres participating in these initiatives, as described in AR6 WGI Annex II, with partial support from different programmes, including support from Copernicus for some of the EURO-CORDEX runs and for data curation and publication of world-wide CORDEX datasets. As a result, the dataset is fully reproducible from the CDS for CORDEX, but not for CMIP (some models and versions are different in the CDS and the Atlas ensembles).  
This dataset is distributed as part of the IPCC-DDC Atlas products under a Creative Commons Attribution 4.0 International License (CC-BY 4.0) and Copernicus has supported the standardisation and technical curation."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/projections-climate-atlas'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Temporal coverage: Present', 'Variable domain: Atmosphere (surface)', 'Variable domain: Atmosphere (upper air)', 'Product type: Climate projections', 'Temporal coverage: Future']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['1860-01-01T00:00:00Z', '2300-12-31T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/projections-climate-atlas/overview_f39d512ef6c6a39adc1da1a1b6bfcf678bc6585bd076e8de2da954a41b48f770.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	derived-reanalysis-energy-moisture-budget	Mass-consistent atmospheric energy and moisture budget monthly data from 1979 to present derived from ERA5 reanalysis	"This dataset provides monthly means of mass-consistent, vertically integrated, atmospheric energy and moisture budget quantities derived from 1-hourly ERA5 reanalysis data. 
The vertically integrated budget diagnostics include the tendencies and lateral fluxes of total energy, water vapour, and latent heat (with the latent heat of vaporization varying with temperature). In addition, the divergences of the lateral fluxes are provided. 
These divergences and  fluxes are also available in the ERA5 archive, but do not employ mass-consistent horizontal wind fields and are contaminated with numerical noise. In the present dataset, mass consistency is achieved by iteratively adjusting the horizontal wind field at every time step. 
The divergence and tendency terms from this dataset can be combined to indirectly estimate mass-consistent surface flux terms of the atmospheric energy and moisture budget. In the energy budget, horizontal and vertical enthalpy fluxes associated with water and snow are neglected. This framework allows for unambiguous estimation of net surface heat fluxes (sum of radiative and turbulent heat fluxes) when combined with net radiative fluxes  at the top of the atmosphere (not included in this dataset).  The divergence and tendency term of the atmospheric moisture budget can be combined to indirectly estimate surface freshwater fluxes (P+E) which have an unbiased global mean.
In addition,  this dataset allows the computation of the following:


The divergence of total energy flux with temperature-independent latent heat of vaporization is obtained by subtracting the divergence of latent heat flux and add the divergence of water vapour flux multiplied by Lᵥ = 2.5008 J kg⁻¹ instead (this works analogously for tendency and transport terms).


Divergence fields with full spectral resolution can be derived from corresponding east- and northward transports (divergence terms in this dataset are truncated at wave number 180 to reduce artificial noise over high topography).  


This dataset is produced on behalf of Copernicus Climate Change Service by the Department of Meteorology and Geophysics, University of Vienna."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/derived-reanalysis-energy-moisture-budget'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Product type: Reanalysis', 'Temporal coverage: Past', 'Spatial coverage: Global', 'Variable domain: Atmosphere (upper air)', 'Provider: Copernicus C3S']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[-180.0, -90.0, 180.0, 90.0]]}, 'temporal': {'interval': [['1979-01-01T00:00:00Z', None]]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/derived-reanalysis-energy-moisture-budget/overview_9d8de163eb184af373bc950ccd42b6b456b59fe77d13c678d746e6fd710a9dd2.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	projections-cmip6-decadal-prototype	CMIP6 predictions underpinning the C3S decadal prediction prototypes	"This catalogue entry provides daily and monthly global climate model data from Decadal Climate Predictions Project (DCPP) experiments, part of the sixth phase of the Coupled Model Intercomparison Project (CMIP6). The decadal data in the Climate Data Store (CDS) are a quality-controlled subset of the full DCPP.
CMIP6-DCPP data addresses the ability of the climate system to be predicted on annual, multi-annual and decadal timescales. The information generated by the DCPP can provide a basis for socially relevant operational climate predictions on annual to decadal timescales. The use of these data is mostly aimed at:

assessing historical decadal prediction skill (hindcasts);
exploring the potential for operational forecast production (forecasts).

The term ""experiments"" in the context of DCPP refers to two categories of simulations:

hindcast experiments which cover the recent past from 1960 and are constrained by climate observations.
forecast experiments that are initialised with observations from 2019 onwards and are constrained by conditions of the ssp245 illustrative climate scenario.

For DCPP experiments, each model is used to produce ensemble of simulations that are initialised annually. The ensemble members provide uncertainty information and they are concatenated into one data file for each model.
This catalogue entry provides daily and monthly near surface air temperature, precipitation, sea level pressure, daily minimum/maximum near surface air temperature and 500 hPa geopotential height data. The data is accompanied with an option to apply spatial and/or temporal subsetting to data requests.
The data have been produced by the institutes participating in the sectoral decadal demonstrator service developed by the Copernicus Climate Change Service (C3S) in 2021. This demonstrator provided decadal prediction products tailored to specific users from the agriculture, energy, infrastructure and insurance sectors. The data were used in these demonstrators following processing procedures necessary to extract valid information (e.g., bias adjustment); details on this processing are available in the technical appendix. Any application - similar to or different from these examples - needs to consider and apply the required data processing with care."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/projections-cmip6-decadal-prototype'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Temporal coverage: Present', 'Variable domain: Atmosphere (surface)', 'Variable domain: Atmosphere (upper air)', 'Product type: Climate projections', 'Temporal coverage: Future']	other	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['1860-01-01T00:00:00Z', '2300-12-31T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/projections-cmip6-decadal-prototype/overview_1549f9f52b4d08902490f32378aa5674343a32b8061c6dc4221a765822a83705.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
Collection	1.1.0	derived-near-surface-meteorological-variables	Near surface meteorological variables from 1979 to 2019 derived from bias-corrected reanalysis	"This dataset provides bias-corrected reconstruction of near-surface meteorological variables derived from the fifth generation of the European Centre for Medium-Range Weather Forecasts  (ECMWF) atmospheric reanalyses (ERA5). It is intended to be used as a meteorological forcing dataset for land surface and hydrological models. 
The dataset has been obtained using the same methodology used to derive the widely used water, energy and climate change (WATCH) forcing data, and is thus also referred to as WATCH Forcing Data methodology applied to ERA5 (WFDE5). The data are derived from the ERA5 reanalysis product that have been re-gridded to a half-degree resolution. Data have been adjusted using an elevation correction and monthly-scale bias corrections based on Climatic Research Unit (CRU) data (for temperature, diurnal temperature range, cloud-cover, wet days number and precipitation fields) and Global Precipitation Climatology Centre (GPCC) data (for precipitation fields only). Additional corrections are included for varying atmospheric aerosol-loading and separate precipitation gauge observations. For full details please refer to the product user-guide.
This dataset was produced on behalf of Copernicus Climate Change Service (C3S)."	[{'rel': 'self', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/collections/derived-near-surface-meteorological-variables'}, {'rel': 'parent', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}, {'rel': 'root', 'type': 'application/json', 'href': 'https://cds.climate.copernicus.eu/api/catalogue/v1/'}]	['Temporal coverage: Past', 'Spatial coverage: Global', 'Product type: Derived reanalysis', 'Variable domain: Atmosphere (surface)']	CC-BY-4.0	[{'name': 'ECMWF'}]	{'spatial': {'bbox': [[0.0, -89.0, 360.0, 89.0]]}, 'temporal': {'interval': [['1979-01-01T00:00:00Z', '2018-12-31T00:00:00Z']]}}	{}	{'thumbnail': {'href': 'https://object-store.os-api.cci2.ecmwf.int:443/cci2-prod-catalogue/resources/derived-near-surface-meteorological-variables/overview_782410221f5bdf32f9f1d719435514a1fd1217f1d2490a8537fd4b1d9b7e3fdf.png', 'type': 'image/jpg', 'roles': ['thumbnail']}}
